match,market_name,home_team,home_win,away_team,away_win,margin,agency
Port Adelaide Power v Geelong Cats,Head To Head,Port Adelaide Power,1.5,Geelong Cats,2.55,1.059,Dabble
Western Bulldogs v Hawthorn Hawks,Head To Head,Western Bulldogs,1.77,Hawthorn Hawks,2.05,1.053,Dabble
Sydney Swans v GWS Giants,Head To Head,Sydney Swans,1.64,GWS Giants,2.25,1.054,Dabble
Brisbane Lions v Carlton,Head To Head,Brisbane Lions,1.28,Carlton,3.6,1.059,Dabble
