match,start_time,market_name,home_team,home_win,away_team,away_win,margin,agency
Hawthorn Hawks v Carlton,2024-09-01T03:05:00Z,Head To Head,Hawthorn Hawks,1.48,Carlton,2.6,1.06,Pointsbet
Brisbane Lions v North Melbourne Kangaroos,2024-09-01T05:05:00Z,Head To Head,Brisbane Lions,1.65,North Melbourne Kangaroos,2.2,1.061,Pointsbet
