match,home_team,away_team,market_name,player_name,player_team,line,over_price,under_price,agency,opposition_team,group_by_header,event_id,outcome_name,outcome_name_under,outcome_id,outcome_id_under,fixed_market_id,fixed_market_id_under
Port Adelaide Power v Geelong Cats,Port Adelaide Power,Geelong Cats,Player Goals,Travis Boak,NA,0.5,2.45,NA,BetRight,NA,Player Goals - Travis Boak (PORT),36882412,Travis Boak 1+,NA,1,NA,222883452,NA
Port Adelaide Power v Geelong Cats,Port Adelaide Power,Geelong Cats,Player Goals,Zak Butters,NA,0.5,1.81,NA,BetRight,NA,Player Goals - Zak Butters (PORT),36882413,Zak Butters 1+,NA,1,NA,222883453,NA
Port Adelaide Power v Geelong Cats,Port Adelaide Power,Geelong Cats,Player Goals,Zak Butters,NA,1.5,4.8,NA,BetRight,NA,Player Goals - Zak Butters (PORT),36882413,Zak Butters 2+,NA,2,NA,222883454,NA
Port Adelaide Power v Geelong Cats,Port Adelaide Power,Geelong Cats,Player Goals,Darcy Byrne-Jones,NA,0.5,1.47,NA,BetRight,NA,Player Goals - Darcy Byrne-Jones (PORT),36882414,Darcy Byrne-Jones 1+,NA,1,NA,222883455,NA
Port Adelaide Power v Geelong Cats,Port Adelaide Power,Geelong Cats,Player Goals,Darcy Byrne-Jones,NA,1.5,3.15,NA,BetRight,NA,Player Goals - Darcy Byrne-Jones (PORT),36882414,Darcy Byrne-Jones 2+,NA,2,NA,222883456,NA
Port Adelaide Power v Geelong Cats,Port Adelaide Power,Geelong Cats,Player Goals,Charlie Dixon,NA,0.5,1.19,NA,BetRight,NA,Player Goals - Charlie Dixon (PORT),36882415,Charlie Dixon 1+,NA,1,NA,222883457,NA
Port Adelaide Power v Geelong Cats,Port Adelaide Power,Geelong Cats,Player Goals,Charlie Dixon,NA,1.5,1.86,NA,BetRight,NA,Player Goals - Charlie Dixon (PORT),36882415,Charlie Dixon 2+,NA,2,NA,222883458,NA
Port Adelaide Power v Geelong Cats,Port Adelaide Power,Geelong Cats,Player Goals,Charlie Dixon,NA,2.5,3.55,NA,BetRight,NA,Player Goals - Charlie Dixon (PORT),36882415,Charlie Dixon 3+,NA,3,NA,222883459,NA
Port Adelaide Power v Geelong Cats,Port Adelaide Power,Geelong Cats,Player Goals,Willem Drew,NA,0.5,3.65,NA,BetRight,NA,Player Goals - Willem Drew (PORT),36882416,Willem Drew 1+,NA,1,NA,222883460,NA
Port Adelaide Power v Geelong Cats,Port Adelaide Power,Geelong Cats,Player Goals,Francis Evans,NA,0.5,1.81,NA,BetRight,NA,Player Goals - Francis Evans (PORT),36882417,Francis Evans 1+,NA,1,NA,222883461,NA
Port Adelaide Power v Geelong Cats,Port Adelaide Power,Geelong Cats,Player Goals,Francis Evans,NA,1.5,4.8,NA,BetRight,NA,Player Goals - Francis Evans (PORT),36882417,Francis Evans 2+,NA,2,NA,222883462,NA
Port Adelaide Power v Geelong Cats,Port Adelaide Power,Geelong Cats,Player Goals,Mitch Georgiades,NA,1.5,1.39,NA,BetRight,NA,Player Goals - Mitch Georgiades (PORT),36882418,Mitch Georgiades 2+,NA,1,NA,222883463,NA
Port Adelaide Power v Geelong Cats,Port Adelaide Power,Geelong Cats,Player Goals,Mitch Georgiades,NA,2.5,2.2,NA,BetRight,NA,Player Goals - Mitch Georgiades (PORT),36882418,Mitch Georgiades 3+,NA,2,NA,222883464,NA
Port Adelaide Power v Geelong Cats,Port Adelaide Power,Geelong Cats,Player Goals,Mitch Georgiades,NA,3.5,3.85,NA,BetRight,NA,Player Goals - Mitch Georgiades (PORT),36882418,Mitch Georgiades 4+,NA,3,NA,222883465,NA
Port Adelaide Power v Geelong Cats,Port Adelaide Power,Geelong Cats,Player Goals,Jason Horne Francis,NA,0.5,1.33,NA,BetRight,NA,Player Goals - Jason Horne Francis (PORT),36882419,Jason Horne Francis 1+,NA,1,NA,222883466,NA
Port Adelaide Power v Geelong Cats,Port Adelaide Power,Geelong Cats,Player Goals,Jason Horne Francis,NA,1.5,2.45,NA,BetRight,NA,Player Goals - Jason Horne Francis (PORT),36882419,Jason Horne Francis 2+,NA,2,NA,222883467,NA
Port Adelaide Power v Geelong Cats,Port Adelaide Power,Geelong Cats,Player Goals,Jed McEntee,NA,0.5,2.35,NA,BetRight,NA,Player Goals - Jed McEntee (PORT),36882420,Jed McEntee 1+,NA,1,NA,222883468,NA
Port Adelaide Power v Geelong Cats,Port Adelaide Power,Geelong Cats,Player Goals,Jed McEntee,NA,1.5,8.5,NA,BetRight,NA,Player Goals - Jed McEntee (PORT),36882420,Jed McEntee 2+,NA,2,NA,222883469,NA
Port Adelaide Power v Geelong Cats,Port Adelaide Power,Geelong Cats,Player Goals,Jackson Mead,NA,0.5,2.8,NA,BetRight,NA,Player Goals - Jackson Mead (PORT),36882421,Jackson Mead 1+,NA,1,NA,222883470,NA
Port Adelaide Power v Geelong Cats,Port Adelaide Power,Geelong Cats,Player Goals,Esava Ratugolea,NA,0.5,1.51,NA,BetRight,NA,Player Goals - Esava Ratugolea (PORT),36882422,Esava Ratugolea 1+,NA,1,NA,222883471,NA
Port Adelaide Power v Geelong Cats,Port Adelaide Power,Geelong Cats,Player Goals,Esava Ratugolea,NA,1.5,3.35,NA,BetRight,NA,Player Goals - Esava Ratugolea (PORT),36882422,Esava Ratugolea 2+,NA,2,NA,222883472,NA
Port Adelaide Power v Geelong Cats,Port Adelaide Power,Geelong Cats,Player Goals,Willie Rioli,NA,0.5,1.16,NA,BetRight,NA,Player Goals - Willie Rioli (PORT),36882423,Willie Rioli 1+,NA,1,NA,222883473,NA
Port Adelaide Power v Geelong Cats,Port Adelaide Power,Geelong Cats,Player Goals,Willie Rioli,NA,1.5,1.71,NA,BetRight,NA,Player Goals - Willie Rioli (PORT),36882423,Willie Rioli 2+,NA,2,NA,222883474,NA
Port Adelaide Power v Geelong Cats,Port Adelaide Power,Geelong Cats,Player Goals,Willie Rioli,NA,2.5,3.15,NA,BetRight,NA,Player Goals - Willie Rioli (PORT),36882423,Willie Rioli 3+,NA,3,NA,222883475,NA
Port Adelaide Power v Geelong Cats,Port Adelaide Power,Geelong Cats,Player Goals,Connor Rozee,NA,0.5,1.71,NA,BetRight,NA,Player Goals - Connor Rozee (PORT),36882424,Connor Rozee 1+,NA,1,NA,222883476,NA
Port Adelaide Power v Geelong Cats,Port Adelaide Power,Geelong Cats,Player Goals,Connor Rozee,NA,1.5,4.4,NA,BetRight,NA,Player Goals - Connor Rozee (PORT),36882424,Connor Rozee 2+,NA,2,NA,222883477,NA
Port Adelaide Power v Geelong Cats,Port Adelaide Power,Geelong Cats,Player Goals,Ollie Wines,NA,0.5,2.85,NA,BetRight,NA,Player Goals - Ollie Wines (PORT),36882425,Ollie Wines 1+,NA,1,NA,222883478,NA
Port Adelaide Power v Geelong Cats,Port Adelaide Power,Geelong Cats,Player Goals,Jack Bowes,NA,0.5,2.7,NA,BetRight,NA,Player Goals - Jack Bowes (GEEL),36882426,Jack Bowes 1+,NA,1,NA,222883479,NA
Port Adelaide Power v Geelong Cats,Port Adelaide Power,Geelong Cats,Player Goals,Tanner Bruhn,NA,0.5,3.65,NA,BetRight,NA,Player Goals - Tanner Bruhn (GEEL),36882427,Tanner Bruhn 1+,NA,1,NA,222883480,NA
Port Adelaide Power v Geelong Cats,Port Adelaide Power,Geelong Cats,Player Goals,Jeremy Cameron,NA,1.5,1.51,NA,BetRight,NA,Player Goals - Jeremy Cameron (GEEL),36882428,Jeremy Cameron 2+,NA,1,NA,222883481,NA
Port Adelaide Power v Geelong Cats,Port Adelaide Power,Geelong Cats,Player Goals,Jeremy Cameron,NA,2.5,2.55,NA,BetRight,NA,Player Goals - Jeremy Cameron (GEEL),36882428,Jeremy Cameron 3+,NA,2,NA,222883482,NA
Port Adelaide Power v Geelong Cats,Port Adelaide Power,Geelong Cats,Player Goals,Jeremy Cameron,NA,3.5,4.8,NA,BetRight,NA,Player Goals - Jeremy Cameron (GEEL),36882428,Jeremy Cameron 4+,NA,3,NA,222883483,NA
Port Adelaide Power v Geelong Cats,Port Adelaide Power,Geelong Cats,Player Goals,Brad Close,NA,0.5,1.63,NA,BetRight,NA,Player Goals - Brad Close (GEEL),36882429,Brad Close 1+,NA,1,NA,222883484,NA
Port Adelaide Power v Geelong Cats,Port Adelaide Power,Geelong Cats,Player Goals,Brad Close,NA,1.5,3.95,NA,BetRight,NA,Player Goals - Brad Close (GEEL),36882429,Brad Close 2+,NA,2,NA,222883485,NA
Port Adelaide Power v Geelong Cats,Port Adelaide Power,Geelong Cats,Player Goals,Patrick Dangerfield,NA,0.5,2.15,NA,BetRight,NA,Player Goals - Patrick Dangerfield (GEEL),36882430,Patrick Dangerfield 1+,NA,1,NA,222883486,NA
Port Adelaide Power v Geelong Cats,Port Adelaide Power,Geelong Cats,Player Goals,Patrick Dangerfield,NA,1.5,7.5,NA,BetRight,NA,Player Goals - Patrick Dangerfield (GEEL),36882430,Patrick Dangerfield 2+,NA,2,NA,222883487,NA
Port Adelaide Power v Geelong Cats,Port Adelaide Power,Geelong Cats,Player Goals,Oliver Dempsey,NA,0.5,1.81,NA,BetRight,NA,Player Goals - Oliver Dempsey (GEEL),36882431,Oliver Dempsey 1+,NA,1,NA,222883488,NA
Port Adelaide Power v Geelong Cats,Port Adelaide Power,Geelong Cats,Player Goals,Oliver Dempsey,NA,1.5,4.8,NA,BetRight,NA,Player Goals - Oliver Dempsey (GEEL),36882431,Oliver Dempsey 2+,NA,2,NA,222883489,NA
Port Adelaide Power v Geelong Cats,Port Adelaide Power,Geelong Cats,Player Goals,Oliver Henry,NA,0.5,1.33,NA,BetRight,NA,Player Goals - Oliver Henry (GEEL),36882432,Oliver Henry 1+,NA,1,NA,222883490,NA
Port Adelaide Power v Geelong Cats,Port Adelaide Power,Geelong Cats,Player Goals,Oliver Henry,NA,1.5,2.45,NA,BetRight,NA,Player Goals - Oliver Henry (GEEL),36882432,Oliver Henry 2+,NA,2,NA,222883491,NA
Port Adelaide Power v Geelong Cats,Port Adelaide Power,Geelong Cats,Player Goals,Max Holmes,NA,0.5,2.55,NA,BetRight,NA,Player Goals - Max Holmes (GEEL),36882433,Max Holmes 1+,NA,1,NA,222883492,NA
Port Adelaide Power v Geelong Cats,Port Adelaide Power,Geelong Cats,Player Goals,Shaun Mannagh,NA,0.5,1.63,NA,BetRight,NA,Player Goals - Shaun Mannagh (GEEL),36882434,Shaun Mannagh 1+,NA,1,NA,222883493,NA
Port Adelaide Power v Geelong Cats,Port Adelaide Power,Geelong Cats,Player Goals,Shaun Mannagh,NA,1.5,3.95,NA,BetRight,NA,Player Goals - Shaun Mannagh (GEEL),36882434,Shaun Mannagh 2+,NA,2,NA,222883494,NA
Port Adelaide Power v Geelong Cats,Port Adelaide Power,Geelong Cats,Player Goals,Gryan Miers,NA,0.5,2.1,NA,BetRight,NA,Player Goals - Gryan Miers (GEEL),36882435,Gryan Miers 1+,NA,1,NA,222883495,NA
