match,home_team,away_team,market_name,player_name,player_team,opposition_team,line,over_price,under_price,prop_id,under_prop_id,agency
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Goals,Kate Shierlaw,North Melbourne Kangaroos,Brisbane Lions,0.5,1.7,NA,15990,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Goals,Taylor Smith,Brisbane Lions,North Melbourne Kangaroos,0.5,1.8,NA,15980,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Goals,Orla ODwyer,NA,NA,0.5,1.9,NA,15981,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Goals,Charlotte Mullins,Brisbane Lions,North Melbourne Kangaroos,0.5,2.1,NA,15982,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Goals,Emma King,North Melbourne Kangaroos,Brisbane Lions,0.5,2.1,NA,15991,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Goals,Isabella Eddey,NA,NA,0.5,2.15,NA,15992,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Goals,Courtney Hodder,Brisbane Lions,North Melbourne Kangaroos,0.5,2.2,NA,15983,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Goals,Alice OLoughlin,NA,NA,0.5,2.5,NA,15993,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Goals,Catherine Svarc,NA,NA,0.5,3,NA,15985,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Goals,Lily Postlethwaite,Brisbane Lions,North Melbourne Kangaroos,0.5,3,NA,15984,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Goals,Ellie Hampson,Brisbane Lions,North Melbourne Kangaroos,0.5,3.1,NA,15986,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Goals,Isabel Dawes,Brisbane Lions,North Melbourne Kangaroos,0.5,3.1,NA,15987,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Goals,Ashleigh Riddell,NA,NA,0.5,3.5,NA,15995,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Goals,Ruby Tripodi,North Melbourne Kangaroos,Brisbane Lions,0.5,3.5,NA,15996,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Goals,Tess Craven,North Melbourne Kangaroos,Brisbane Lions,0.5,3.5,NA,15997,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Goals,Mia King,North Melbourne Kangaroos,Brisbane Lions,0.5,3.5,NA,15994,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Goals,Dakota Davidson,Brisbane Lions,North Melbourne Kangaroos,1.5,2,NA,16406,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Goals,Tahlia Randall,North Melbourne Kangaroos,Brisbane Lions,1.5,2.3,NA,16416,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Goals,Sophie Conway,Brisbane Lions,North Melbourne Kangaroos,1.5,3.8,NA,16407,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Goals,Kate Shierlaw,North Melbourne Kangaroos,Brisbane Lions,1.5,4.8,NA,16418,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Goals,Jasmine Garner,North Melbourne Kangaroos,Brisbane Lions,1.5,4.8,NA,16417,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Goals,Taylor Smith,Brisbane Lions,North Melbourne Kangaroos,1.5,5.5,NA,16408,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Goals,Orla ODwyer,NA,NA,1.5,6,NA,16409,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Goals,Charlotte Mullins,Brisbane Lions,North Melbourne Kangaroos,1.5,7,NA,16410,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Goals,Emma King,North Melbourne Kangaroos,Brisbane Lions,1.5,7,NA,16419,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Goals,Isabella Eddey,NA,NA,1.5,8,NA,16420,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Goals,Courtney Hodder,Brisbane Lions,North Melbourne Kangaroos,1.5,9,NA,16411,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Goals,Alice OLoughlin,NA,NA,1.5,10,NA,16421,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Goals,Lily Postlethwaite,Brisbane Lions,North Melbourne Kangaroos,1.5,13,NA,16412,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Goals,Catherine Svarc,NA,NA,1.5,13,NA,16413,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Goals,Ellie Hampson,Brisbane Lions,North Melbourne Kangaroos,1.5,14,NA,16414,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Goals,Isabel Dawes,Brisbane Lions,North Melbourne Kangaroos,1.5,14,NA,16415,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Goals,Mia King,North Melbourne Kangaroos,Brisbane Lions,1.5,15,NA,16422,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Goals,Ashleigh Riddell,NA,NA,1.5,17,NA,16423,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Goals,Ruby Tripodi,North Melbourne Kangaroos,Brisbane Lions,1.5,18,NA,16424,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Goals,Tess Craven,North Melbourne Kangaroos,Brisbane Lions,1.5,18,NA,16425,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Goals,Dakota Davidson,Brisbane Lions,North Melbourne Kangaroos,2.5,4.2,NA,15911,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Goals,Tahlia Randall,North Melbourne Kangaroos,Brisbane Lions,2.5,6,NA,15921,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Goals,Sophie Conway,Brisbane Lions,North Melbourne Kangaroos,2.5,11,NA,15912,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Goals,Kate Shierlaw,North Melbourne Kangaroos,Brisbane Lions,2.5,15,NA,15923,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Goals,Jasmine Garner,North Melbourne Kangaroos,Brisbane Lions,2.5,15,NA,15922,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Goals,Taylor Smith,Brisbane Lions,North Melbourne Kangaroos,2.5,17,NA,15913,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Goals,Orla ODwyer,NA,NA,2.5,19,NA,15914,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Goals,Emma King,North Melbourne Kangaroos,Brisbane Lions,2.5,23,NA,15924,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Goals,Charlotte Mullins,Brisbane Lions,North Melbourne Kangaroos,2.5,26,NA,15915,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Goals,Courtney Hodder,Brisbane Lions,North Melbourne Kangaroos,2.5,34,NA,15916,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Goals,Isabella Eddey,NA,NA,2.5,34,NA,15925,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Goals,Alice OLoughlin,NA,NA,2.5,41,NA,15926,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Goals,Lily Postlethwaite,Brisbane Lions,North Melbourne Kangaroos,2.5,51,NA,15917,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Goals,Catherine Svarc,NA,NA,2.5,51,NA,15918,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Goals,Ellie Hampson,Brisbane Lions,North Melbourne Kangaroos,2.5,51,NA,15919,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Goals,Isabel Dawes,Brisbane Lions,North Melbourne Kangaroos,2.5,51,NA,15920,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Goals,Mia King,North Melbourne Kangaroos,Brisbane Lions,2.5,51,NA,15927,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Goals,Ashleigh Riddell,NA,NA,2.5,51,NA,15928,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Goals,Ruby Tripodi,North Melbourne Kangaroos,Brisbane Lions,2.5,51,NA,15929,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Goals,Tess Craven,North Melbourne Kangaroos,Brisbane Lions,2.5,51,NA,15930,NA,TAB
