match,market_name,home_team,home_win,away_team,away_win,margin,agency
Hawthorn Hawks v Carlton,Head To Head,Hawthorn Hawks,1.44,Carlton,2.75,1.058,Sportsbet
Brisbane Lions v North Melbourne Kangaroos,Head To Head,Brisbane Lions,1.54,North Melbourne Kangaroos,2.43,1.061,Sportsbet
