match,market_name,home_team,home_win,away_team,away_win,margin,agency
Port Adelaide Power v Geelong Cats,Head To Head,Port Adelaide Power,1.5,Geelong Cats,2.64,1.045,Betr
Western Bulldogs v Hawthorn Hawks,Head To Head,Western Bulldogs,1.75,Hawthorn Hawks,2.08,1.052,Betr
Sydney Swans v GWS Giants,Head To Head,Sydney Swans,1.62,GWS Giants,2.3,1.052,Betr
Brisbane Lions v Carlton,Head To Head,Brisbane Lions,1.3,Carlton,3.5,1.055,Betr
